ID,Language_ID,Headword,Part_Of_Speech,Comment,Cyrillic,Entry_IDs,Genitive_Form,Imperative_Form,Media_IDs,Morphology,Oblique_Form,Past_Tense,Plural_Form,PoS_Russian,Present_Tense,Variant_Form
LX001147,dar,čujna,adv,,чуйна,,,,c425a1d73b07092feb0da0addbbfd229,čum-na,,,,нареч,,
LX001148,dar,čukur barqʼij,v,,чукур баркьий,,,,0918786a22a7f297fe5ddcb5e234800d,čukur--b-arqʼ-ij,,čukur barqʼib,,гл,,
LX001149,dar,čukur birčij,v,intransitive (reflexive) verb,чукур бирчий,,,,23a243b16d9678c9afefb20dd40d64d8,čukur--b-irk-ij,,,,гл,čukur birkul,
LX001150,dar,čukʼ,n,"traditional head scarf to cover the hair, worn under the upper headscarf",чукI,,,,a09c6ff3e7f6e17da3775c153d794ca7,,,,čukʼme,сущ,,
LX001151,dar,čula,pron,reflexive plural pronoun in the form that is most frequent; also used as pause filler,чула,,,,e993140c179b32e880ca14f412e0bd74,ču-la,,,,мест,,
LX001152,dar,čum,adj,,чум,,,,216dec59eea1126cf12804034856bb1b,,,,,прил,,
LX001153,dar,čumkʼal,adj,,чумкIал,,,,8c3a7cc0f143843426c2e973eb3b6b79,čum-kʼal,,,,прил,,
LX001154,dar,čumle,adv,,чумле,,,,dff04ee72e3a37c2111160432042626c,čum-le,,,,нареч,,
LX001155,dar,čumlij,adv,,чумлий,,,,5b032a9e0e989a0257962ad96f55080d,,,,,нареч,,
LX001156,dar,čuri,n,the fluffy edges of a rug; normally used in the plural,чури,,,,3b3501d8c0676fca0a7fcac59480929e,,,,čurme,сущ,,
LX001157,dar,čutʼ,n,,чутI,,,,17e616dfe934603947bcd68dce726d83,,,,čutʼme,сущ,,
LX001158,dar,čuχtːa,n,,чухтта,,,,502dc63c880e1f34f481460feb104214,,,,čuχtne,сущ,,
LX001159,dar,čːakːʷa,adj,,ччакква,,,,63f3a30a5c4b911e78c9061b2be374f2,,,,,прил,,
LX001160,dar,čːal,n,,ччал,,,,99e0ae32c1524a819d2cbe791012a315,,,,čːalme,сущ,,
LX001161,dar,čːal bikʼʷij,v,,ччал бикIвий,,,,a1a95d662058e7c96521cadcc8279ff5,čːal--b-ikʼʷ-ij,,,,гл,čːal bikʼul,
LX001162,dar,čːaˁʡaˁl,adv,,ччягIял,,,,3e89681573e19c4602a0357396f4d3a2,,,,,нареч,,
LX001163,dar,čːaˁʡaˁlla,n,,ччягIялла,,,,a1b58fc5df813718c72fad248b0cb32a,čːaˁʡaˁl-la,,,,сущ,,
LX001164,dar,čːaˁʡaˁlla,adv,,ччягIялла,,,,a1b58fc5df813718c72fad248b0cb32a,čːaˁʡaˁl-la,,,,нареч,,
LX001165,dar,čːaˁʡaˁllace,adj,,ччягIяллаце,,,,db5a80631f0de2b8490b75f3d8f4b7d8,čːaˁʡaˁl-la-ce,,,,прил,,
LX001166,dar,čːimi,n,,ччими,,,,7f79f331703d37f39ce391a6bd4a4842,,,,čːimre,сущ,,
LX001167,dar,čːirtmiʁ,n,,ччиртмигъ,,,,65e79b943ed7dea6a0c32660e6e055d9,,,,čːirtmiʁe,сущ,,
LX001168,dar,čːitʼa,n,of a tree,ччитIа,,,,1e617c3f1675e0b4f98fc19085e6f0de,,,,čːitʼne,сущ,,
LX001169,dar,čːix bicːaqij,v,causative,ччихь биццахъий,,,,c17661a685ad52034d1cff01afc627db,čːix--b-icː-aq-ij,,čːix bicːaqur,,гл,,
LX001170,dar,čːunab,n,,ччунаб,,,,0af3ab60e2350ae4c3fb46e48f679e3f,,,,,сущ,,
LX001171,dar,čːuˁrkːa,n,,ччёркка,,,,2bd9f5a94fd8dfa20798efed920b941c,,,,,сущ,,
LX001172,dar,čːuχle,n,,ччухле,,,,f13d7011b6759c5d99c9febb4be8cabc,,,,,сущ,,
LX001173,dar,čʼaˁbar,n,,чIябар,,,,04edcb0b25b387a5eff2f1cd39add2b5,,,,čʼaˁbarte,сущ,,
LX001174,dar,čʼaka,n,,чIака,,,,cf9850e3916c38f8dd33fdf518e75b95,,,,čʼakne,сущ,,
LX001175,dar,čʼala,n,,чIала,,,,1b332feaf4d8b29e4538e564a3716181,,,,čʼule,сущ,,
LX001176,dar,čʼalmuq,n,,чIалмухъ,,,,9e39fc41a53559d34c5d17a6e6518c1f,,,,čʼalmuqːe,сущ,,
LX001177,dar,čʼaˁm barqʼij,v,,чIям баркьий,,,Čʼaˁm barqʼa!,67729a9aedfbf0d447efc098119a1781,čʼaˁm--b-arqʼ-ij,,čʼaˁm barqʼib,,гл,,
LX001178,dar,čʼaˁm bikʼʷij,v,,чIям бикIвий,,,Čʼaˁmbikʼʷe!,61b4d0ea105a3fbc164247ada744003c,čʼaˁm--b-ikʼʷ-ij,,čʼaˁmbikʼub,,гл,čʼaˁmbikʼul,
LX001179,dar,čʼaˁmčʼi,n,,чIямчIи,,,,75d6f0c3d7e7533797c333ce9310c743,,,,čʼaˁmčʼne,сущ,,
LX001180,dar,čʼaˁmkʼu warqʼij,v,,чIямкIу варкьий,,,,1bc889a2408bbced14d1534cf6515abf,čʼaˁmkʼu w-arqʼ-ij,,,,гл,,
LX001181,dar,čʼaˁmkʼuce,adj,,чIямкIуце,,,,ffbb9d059d70cf99b5bd48f386850f80,čʼaˁmkʼu-ce,,,,прил,,
LX001182,dar,čʼaˁmkʼul,adv,,чIямкIул,,,,001c8be3fe18d4d21265ad67be10c3e5,čʼaˁmkʼu-l,,,,нареч,,
LX001183,dar,čʼan,n,,чIан,,,,24272f639f253a3d47e1e0e10d3ba0fa,,,,čʼanbe,сущ,,
LX001184,dar,čʼaˁnkʼ,n,,чIянкI,,,,f8fa255b4615c1bfc1ecb68ea5d261d4,,,,"čʼaˁnkʼbe, čʼaˁnkʼne",сущ,,
LX001185,dar,čʼap,n,,чIап,,,,4a9406145a7782a26be933cab22f8889,,,,čʼapne,сущ,,
LX001186,dar,čʼaˁr,n,,чIяр,,,,06451f603e5e9e0f87b2f64286357247,,,,,сущ,,
LX001187,dar,čʼaˁr bikʼʷij,v,,чIяр бикIвий,,,,073881b9f31422a08c58b1de0f2b5d13,čʼaˁr--b-ikʼʷ-ij,,,,гл,,
LX001188,dar,čʼarχ,n,,чIарх,,,,494b2e20dc6ff5e1e812764564fe2b56,,,,,сущ,,
LX001189,dar,čʼaˁrχ barqʼij,v,'pull out a sharply dagger',чIярх баркьий,,,,5fa1ec559f264c64b12dc66c91dbe5de,čʼaˁrχ--b-arqʼ-ij,,čʼaˁrχ barqʼib,,гл,,
LX001190,dar,čʼaˁrχ bicːij,v,,чIярх бицций,,,,6f56c7a9399f0a062d8a8415332cf21d,čʼaˁrχ--b-icː-ij,,čʼaˁrχ bicːur,,гл,,
LX001191,dar,čʼarχle,adv,sewing method; способ шитья,чIархле,,,,da3965011b31b41ba7bc508a5f1e747e,čʼarχ-le,,,,нареч,,
LX001192,dar,čʼigʷa,n,,чIигва,,,,f271a207b98ec7cced97c3a79a6ef7b4,,,,čʼigʷne,сущ,,
LX001193,dar,čʼiħaˁ,n,,чIихIя,,,,d194da092d71c8376d840b55d468b706,,,,,сущ,,
LX001194,dar,čʼikʼme,n,this word is morphosyntactically and semantically plural; not used in the singular,чIикIме,,,,316de778ab8000f5dec7e33e0cd9d27d,,,,,сущ,,
LX001195,dar,čʼim,n,,чIим,,,,55b7248e0b1bb6f8077301595e64e225,,,,čʼimbe,сущ,,
LX001196,dar,čʼimi,n,,чIими,,,,23b1f2c0880942df5c0b16f99791fe6f,,,,čʼimre,сущ,,
LX001197,dar,čʼimičʼala,n,,чIимичIала,,,,e6e39b1b8dd9163f043c63e40f19f7f9,,,,čʼimčʼe,сущ,,
LX001198,dar,čʼimila likːa,n,,чIимила ликка,,,,83ce548ee9b51a25aaa5cbabe214d979,čʼimi-la--likːa,,,,сущ,,
LX001199,dar,čʼiričʼan,n,,чIиричIан,,,,1c209953c83bf3b16689c7638eae65a8,,,,,сущ,,
LX001200,dar,čʼiʁ,n,,чIигъ,,,,c8862ec5987a3d25519790f9dd5fa293,,,,čʼiʁme,сущ,,
LX001201,dar,čʼiʁ bikʼʷij,v,,чIигъ бикIвий,,,,3f983439ef1d06e6a621a28e9570f467,čʼiʁ--b-ikʼʷ-ij,,,,гл,čʼiʁ bikʼul,
LX001202,dar,čʼiw bikʼʷij,v,,чIив бикIвий,,,,3c96c073d665e36e21511ec989e26b8c,čʼiw--b-ikʼʷ-ij,,,,гл,čʼiw bikʼul,
LX001203,dar,=čʼu,PRT,,=чIу,,,,,,,,,част,,
LX001204,dar,čʼumace,adj,,чIумаце,,,,05a63e78e9aaabe14902bf4360b18256,čʼuma-ce,,,,прил,,
LX001205,dar,čʼumal,adv,,чIумал,,,,ba153ee70ae805db75951f3994ff01b0,čʼuma-l,,,,нареч,,
LX001206,dar,čʼumčʼum barqʼij,v,,чIумчIум баркьий,,,,d415938de85d44cfcdf1bdab188fe67d,čʼumčʼum--b-arqʼ-ij,,čʼumčʼum barqʼib,,гл,,
LX001207,dar,čʼumčʼum biχʷni,n,this is the masdar form of the verb čʼumčʼum biχʷij,чIумчIум бихвни,,,,62cf037042d4cc4bc2c631043c89a2e1,čʼumčʼum--b-iχʷ-ni,,,,сущ,,
LX001208,dar,čʼumčʼum habižij,v,intransitive verb,чIумчIум гьабижий,,,,4f92ed668c16364375275093e4bae4e8,čʼumčʼum--ha-b-ig-ij,,čʼumčʼum habižib,,гл,,
LX001209,dar,čʼumčʼumce,adj,GEN + MAKE construction,чIумчIумце,,,,6ac911d133c830cd5f9aaf286b2344f1,čʼumčʼum-ce,,,čʼumčʼumte,прилг,,
LX001210,dar,čʼuˁp,prev,used together with -ikʼʷ- 'say' to form the intransitive verb 'suck' and also with the verb barq'ij / birq'ij 'do' to form the transitive verb 'suck',чIёп,,,,,,,,,прг,,
LX001211,dar,čʼuˁp barqʼij,v,,чIёп баркьий,,,,9990086bf25f5f149a8ce81890453f01,čʼuˁp--b-arqʼ-ij,,čʼuˁp barqʼib,,гл,,
LX001212,dar,čʼuˁp bikʼʷij,v,intransitive,чIёп бикIвий,,,,fb9a52dab1e7b66ef43ce545f9e388a6,čʼuˁp--b-ikʼʷ-ij,,,,гл,čʼuˁp bikʼul,
LX001213,dar,čʼur habižij,v,,чIур гьабижий,,,,dfc5420d5d42e9f8c28cf5b170b8c560,čʼur--ha-b-iž-ij,,čʼur habižib,,гл,,
d-_1,dar,d-,v.pref,,д-,,,,,,,,,прист,,t-
-d_1,dar,-d,suf,"gender agreement suffix used with verbs, and for the essive case (added to nominals including nominalized verb forms)",-д,,,,,,,,,суф,,-t
-d_2,dar,-d,suf,"gender agreement suffix used with verbs, and for the essive case (added to nominals including nominalized verb forms)",-д,,,,,,,,,суф ; суф,,-t
d-_2,dar,d-,v.pref,,д-,,,,,,,,,прист,,t-
-d_3,dar,-d,v.suf,,-д,,,,,,,,,гл. суф.,,
LX001214,dar,=da,prt,,=да,,,,,,,,,част ; част,,=ta
LX001215,dar,dacːala,n,,даццала,,,,55ad732ead6a215a9a9826575d93857e,,,,,сущ,,
LX001216,dar,dacːi,n,"used in the compound verbs dacːi ižij 'pee', dacːi darq'ij 'pee' and dacːi bik'ʷij 'pee'",дацци,,,,be26f1c1071d913eeb3cd8bcda3503e1,,,,,сущ,,
LX001217,dar,dacːi darqʼij,v,,дацци даркьий,,,,469cdd12923f690d8ba4b1f2aacef65c,dacːi d-arqʼ-ij,,,,гл,,
LX001218,dar,dacːila puˁšːukʼ,n,,даццила пёшшукI,,,,4fc6db489f1d797e3f079f222924b863,dacːi-la puˁšːukʼ,,,dacːila puˁšːukʼe,сущ,,
LX001219,dar,dacːuˁq,n,,даццёхъ,,,,e6897b310e4845562ba0ab978fbd89ab,dacːi-uˁq,,,dacːuˁqːe,сущ,,
dag,dar,dag,n,"this is the neuter plural form; the masculine singular is w-ag, feminine singular r-ag, etc.",даг,,,,dfa4f5be06de77adce98161c32573f08,d-ag,,,,сущ,,
LX001220,dar,dag dučːi,n,,даг дуччи,,,,548961d69b629d58ed883f0f72cfc180,dag--dučːi,,,,сущ,,
LX001221,dar,daglicːeb,adv,,даглиццеб,,,,5079e5e0ba97cf9ba9efe2c64a1d2c8b,daglicːe-b,,,,нареч,,
dagu,dar,dagu,n,foal of donkey,дагу,,,,c673c73d26766521b5e1efffc681813d,,,,dagʷne,сущ,,
dahag,dar,dahag,n,,дагьаг,,,,b000e223df38318e1e5f4422d7626aa7,,,,dahagurbe; dahagme,сущ,,
LX001222,dar,dajarkʼa,n,,даяркIа,,,,a09220df91dc2e42bc4cde17903205f4,,,,dajarkʼne,сущ,,
LX001223,dar,dakʼu,n,,дакIу,,,,4ec49a13c82a559cd798eb58ce6ed52f,,,,,сущ,,
LX001224,dar,dakʼu biχʷij,v,,дакIу бихвий,,,,4526770604763d89bef84fb48712b7be,dakʼu--b-iχʷ-ij,,,,гл,dakʼu biχub,
LX001225,dar,dakʼu bulqij,v,,дакIу булхъий,,,,d7452ecedadf458bbe292de96b63d32c,dakʼu--b-ulq-ij,,,,гл,,
dalaj,dar,dalaj,n,,далай,,,,dbd1674c6a1782cc9cfd1c06d9caa2c5,,,,dalujte,сущ,,
LX001226,dar,dalaj bikʼʷij,v,,далай бикIвий,,,,4ec434fd10573a80fc2c43023409eddf,dalaj--b-ikʼʷ-ij,,,,гл,dalaj bikʼul,
LX001227,dar,dalajči,n,,далайчи,,,,edd46567436e4724c0e787d4818bac42,dalaj-či,,,dalajčime,сущ,,
dalga,dar,dalga,n,,далга,,,,48f85ee89e64327ee4524f2f3870a732,,,,dalgne,сущ ; сущ,,
dam,dar,dam,pron,,дам,,,,449f83cf2c6eb55d6296e824d2315db8,,,,,мест,,
LX001228,dar,daˁnduˁri,n,a hole on the top of a hayloft,дяндёри,,,,c4643e6bfc03510461c8200a66af6727,,,,,сущ,,
LX001229,dar,daptːar,n,this word is normally not used; Persian loan,дапттар,,,,055cf7cc2e268bdaf83ab870d3a58908,,,,daptːurte,сущ,,
LX001230,dar,daˁqaˁ,n,"nominalized form of the verb baˁqij 'wound, hit';",дяхъя,,,,5e713dca4e0d370d1e6833da28a0751b,d-aˁq-aˁ,,,daˁquˁrbe; daˁquˁpːe,сущ,,
LX001231,dar,daˁqaˁlla qʼar,n,lit. wound's herbs,дяхъялла кьар,,,,a1cf75224c17cd483519b8fa66ff656b,daˁqaˁ-la--qʼar,,,,сущ,,
daqedex,dar,daqedex,n,,дахъедехь,,,,bfc67388b2ab58b2dac83dcfccfdaa3f,d-aqe-dex,,,,сущ,,
LX001232,dar,daˁqnusa,n,,дяхънуса,,,,1923099dd2416474d19e42d50fd68ada,,,,daˁqnušabe; daˁqnusabe,сущ,,
LX001233,dar,daraža,n,,даража,,,,895f84a134c68fc775bf8831c682989b,,,,,сущ,,
darbag,dar,darbag,n,"bag with a long handle, to carry over the shoulder",дарбаг,,,,59d6474246ae79c9d3787f03abbd25d0,,,,darbuge,сущ,,
dard,dar,dard,n,Persian loan,дард,,,,dbdb6a7975bcbcb056c3c1ecb0abc75c,,,,dardme,сущ,,
LX001234,dar,dard bikʼʷij,v,,дард бикIвий,,,,336feaf5244c2a369f6f8964eeed7742,dard--b-ikʼʷ-ij,,,,гл,dard bikʼul,
dardce,dar,dardce,adj,,дардце,,,,16fa0cc3277396c59a0c20c332b8d136,dard-ce,,,,прил,,
dark_1,dar,dark,n,,дарк,,,,ee1461c438a425423e320d4073e1b419,,,,darkme,сущ,,
dark_2,dar,dark,n,,дарк,,,,ee1461c438a425423e320d4073e1b419,,,,darkme,сущ,,
LX001235,dar,darkmaχ,n,,даркмах,,,,f9c7fb016940140fc4293f9ad9b7b21d,dark--maχ,,,darkmuχːe,сущ,,
LX001236,dar,darkːʷalla,adj,,даркквалла,,,,11ef52be33c0c6e9d8f2e61c5e9aac76,darkːʷan-la,,,,прил,,
LX001237,dar,darkːʷan,n,,дарккван,,,,547427eecb9c87c3e78a318a13c3af5d,,,,darkːʷante,сущ,,
darman,dar,darman,n,"also used metaphorically for something that helps to better something, to help out of despair, also good words etc.",дарман,,,,2c1739f88b2e220e1966b6f3d38cc543,,,,darmunte,сущ,,
LX001238,dar,daˁrqʷ,n,for chicken as well,дярхъв,,,,07ff8fdc7c43ac3c9f745665908a2f64,,,,duˁrqe,сущ ; сущ,,
dars,dar,dars,n,,дарс,,,,0b1e72948c5bb6364c451194a6eb5c94,,,,dursre,сущ,,
LX001239,dar,darš,adj,,дарш,,,,de3a8d5dd83d7368245b1c01943c03c3,,,,,числ,,
LX001240,dar,daršal,adj,,даршал,,,,9973aa75b52700673e43a85affd4a58b,darš-al,,,,числ,,
LX001241,dar,daršdus,n,,даршдус,,,,4fd68c0531c877d1c40cf32075a8fe77,darš--dus,,,daršdusme,сущ,,
LX001242,dar,daršːi,n,,даршши,,,,51243321a204d8cd2ff6f84ff61b4f58,,,,,сущ,,
LX001243,dar,daršːi kabatij,v,,даршши кабатий,,,,5151fd4a32e143d8d8678f1afd323297,daršːi--ka-b-at-ij,,daršːi kabatur,,гл,,
LX001244,dar,daršːi kabižaqij,v,causative,даршши кабижахъий,,,,26f9959cc04d03c3f8278de4dde3d14c,daršːi--ka--b-ig-aq-ij,,daršːi kabižaqib,,гл,,
LX001245,dar,daršːi kabižij,v,,даршши кабижий,,,,b3d6f445a816ece53c6be45e632ccfbd,daršːi--ka-b-ig-ij,,daršːi kabižib,,гл,,
LX001246,dar,daršːidex,n,мирное состояние,даршшидехь,,,,cacc901061693c714d60964042ba1106,daršːi-dex,,,daršːidexːe,сущ,,
dartaqible,dar,dartaqible,adv,perfective converb of the verb bartaqij,дартахъибле,,,,9592eee2062f42632fe9c30c3e19095a,d-art-aq-ib-le,,,,нареч,,
LX001247,dar,darχ,n,,дарх,,,,58c5f04e157313ec1e000143b066c025,,,,,сущ,,
LX001248,dar,darχi,n,also after medical operations; the exact meaning is not completely clear,дархи,,,,52df36c99bec431e90d388d670693da2,,,,darχne,сущ,,
LX001249,dar,darχizala tʼupːugala,n,,дархизала тIуппугала,,,,,darχizala--tʼup-be-gala,,,darχizala tʼupːugle,сущ,,
LX001250,dar,daˁrχːaˁ,n,controls neuter plural (d) agreement,дярххя,,,,26b8f030905d85a52b827b0741255adb,,,,,сущ,,
LX001251,dar,daˁrχːaˁ bužij,v,no aspectual distinction,дярххя бужий,,,,73923e7137c430dbb3cab1462f9a3df1,daˁrχːaˁ--b-ug-ij,,,,гл,,
LX001252,dar,daˁrχːaˁlla,n,,дярххялла,,,,24d8ae7cef28fe70c02231dc4d8590ed,daˁrχːaˁ-lla,,,,сущ,,
LX001253,dar,daˁrχːaˁlla,adv,,дярххялла,,,,24d8ae7cef28fe70c02231dc4d8590ed,daˁrχːaˁ-la,,,,нареч,,
LX001254,dar,daˁrχːaˁllace,adj,,дярххяллаце,,,,581aa0a3a032283cf954a7650653c1b0,daˁrχːaˁ-la-ce,,,,прил,,
LX001255,dar,Daʁistan,n,,Дагъистан,,,,04b427c5274c4e7a09ae4a35d182f780,,,,,сущ,,
LX001256,dar,daʁistanna admi,n,,дагъистанна адми,,,,ad1d5cb662d205e794d9aa4c99eb34f6,daʁistan-la--admi,,,daʁistanna adimte,сущ,,
dawla,dar,dawla,n,,давла,,,,8c6bfa7bace5827a33efb3ba791f4c1b,,,,,сущ,,
LX001257,dar,dawlačib,adj,derived from the noun dawla 'wealth',давлачиб,,,,181b38edea01192c8fe5e72fd126574d,dawla-či-b,,,dawlačibte,прил,,
LX001258,dar,dawlačib biχʷij,v,,давлачиб бихвий,,,,067971ac205cda1e300594b7e4943946,dawla-či-b--b-iχʷ-ij,,dawlačib biχub,,гл,,
LX001259,dar,dawlačiwce,adj,this is the masculine singular form,давлачивце,,,,c76df6059f9a0aa72e0b35925570621d,dawlači-w-ce,,,dawlačibte,прил,,
LX001260,dar,dawlalla barqʼij,v,genitive + make construction,давлалла баркьий,,,,a96b5fe247a29e66759d956334e9dd92,dawla-la--b-arqʼ-ij,,dawlalla barqʼib,,гл,,
dazu,dar,dazu,n,one that one doesn't know where to start or end,дазу,,,,b11aba8a7c97334fb2fcd527a28c65c1,,,,dazurbe,сущ,,
LX001261,dar,dazu kabicːaqij,v,causative,дазу кабиццахъий,,,,1a2666a1728ed83b1847cf1fdb06ee0e,dazu--ka-b-icː-aq-ij,,dazu kabicːaqur,,гл,,
LX001262,dar,dazu-duʁala,n,,дазу-дугъала,,,,4628b9c69694dfa33e05b2434e5bb95a,,,,dazu-duʁulme,сущ,,
LX001263,dar,daˁʡ,n,this is a form of the noun baˁʡ with frozen gender prefix,дягI,,,,04571fc9e0ea5ca75c8f55f71ae9e4aa,d-aˁʡ,,,duˁʡre,сущ,,
LX001264,dar,daˁʡ dircij,v,"wash the face, hands, ..., but not take a shower, bath",дягI дирций,,,,f87434b2c011ba559e0d71bc40d07ac4,daˁʡ--d-irc-ij,,daˁʡ dircib,,гл,,
LX001265,dar,daˁʡ icij,v,"wash the face, hands, ..., but not take a shower, bath; the verb does not have a gender agreement prefix",дягI иций,,,,a7b8d4ced1c3cc0211013e518036a65e,daˁʡ--ic-ij,,,,гл,daˁʡ icul,
LX001266,dar,daˁʡ isːan,n,this is a nominalized participle + frozen object,дягI иссан,,,,10272de9435f0f13d12b7d048c6d5b4e,daˁʡ--isː-an,,,daˁʡ isːante,сущ,,
LX001267,dar,daˁʡ isːan dis,n,lit. knife for shaving the face,дягI иссан дис,,,,36980147afdf104e6c5639b3cc4dd466,daˁʡ--isː-an--dis,,,daˁʡ isːan disbe,сущ,,
LX001268,dar,daˁʡ kaʁij,v,"eat like a glutton; the first part daˁʡ can, in principle, express gender agreement (e.g. baˁʡ); but it is unclear if it expresses agreement or is frozen when used as part of this verb",дягI кагъий,,,,2ec8ec889f7906acf6a81ab79b9d95f3,daˁʡ--ka-aʁ-ij,,daˁʡ kaʁib,,гл,,
LX001269,dar,daˁʡ sakaʁij,v,,дягI сакагъий,,,,a29bf70002718439134932b9504dd191,daˁʡ--sa-ka-aʁ-ij,,daˁʡ sakaʁib,,гл,,
LX001270,dar,daˁʡ sːurkʼdirqʼan,n,nominalized participle of a verb with its lexicalized object,дягI ссуркIдиркьан,,,,5f7c7e47bd0d338c0d98c1f692950973,daˁʡ--sːurkʼ--d-irqʼ-an,,,daˁʡ sːurkʼdirqʼante,сущ,,
LX001271,dar,daˁʡaˁ-daˁʡaˁnne,adv,,дягIя-дягIянне,,,,f0fe5a3e84e26c4de45d0baac47ffc61,daˁʡaˁn--daˁʡaˁn-le,,,,нареч,,
LX001272,dar,daˁʡaˁna,adj,"variants daˁʡaˁn; daˁʡana are also found ; used together with the verbs biršːij, birxʷij (bother 'to hide oneself') and birqʼij ('to hide something'); could it mean 'quiet' (tixo) as well?",дягIяна,,,,e8faebf7623d5ec4ef447ed772984f4b,,,,,прил,,
LX001273,dar,daˁʡaˁna barqʼij,v,,дягIяна баркьий,,,,afc7f5b3228e2c60fa8871ed8f75a453,daˁʡaˁna--b-arqʼ-ij,,daˁʡaˁna barqʼib,,гл,,
LX001274,dar,daˁʡaˁna biršːij,v,lit.: to become secret,дягIяна биршший,,,,8137de3c20fb7841814d7b41583a0a15,daˁʡaˁna--b-irxː-ij,,,,гл,daˁʡaˁna birxːul,
LX001275,dar,daˁʡaˁna bišːij,v,daˁʡaˁna can also be just daˁʡaˁn with no difference in meaning,дягIяна бишший,,,daˁʡaˁna bixːa!,4683782f5c2a0e1b10204bb9b4c3dd98,daˁʡaˁna--b-ixː-ij,,daˁʡaˁna bišːib,,гл,,
LX001276,dar,daˁʡaˁna irxːanna,n,game,дягIяна ирхьхьанна,,,,e4ddf183d94a7add0977a931e2e44961,daˁʡaˁna--irxː-an-la,,,,сущ,,
LX001277,dar,daˁʡaˁnadex,n,,дягIянадехь,,,,86a431c5f704b5e3132f72e4b9dea6b0,daˁʡaˁna-dex,,,daˁʡaˁnte,сущ,,
LX001278,dar,daˁʡaˁnce,adj,,дягIянце,,,,0059633346b8a9dd0c0872d7a52c9a84,daˁʡaˁn-ce,,,,прил,,
LX001279,dar,daˁʡaˁnne,adv,,дягIянне,,,,71b7aea6c3513bc6d9cb00f08a757b5d,daˁʡaˁn-le,,,,нареч,,
LX001280,dar,daˁʡgubal,adv,,дягIгубал,,,,6b8b1f71f43ff770a638c5572e25be5f,daˁʡ-gu-b-al,,,baˁʡgubal,нареч,,
LX001281,dar,daʔim,n,Arabic loan; used like a preverb,даим,,,,f95d45db4cb94dd1b51515b811aff368,,,,,сущ,,
LX001282,dar,daʔim,adv,"from Lit. Dargwa; not used in oral speech, only in poetry",даим,,,,da76a09459501b5627b2327a5c7fe562,,,,,нареч,,
LX001283,dar,daˁʡle,prt,,дягIле,,,,8ce4cc6d2e749180c6aa6b9bed0fc556,,,,,част,,
LX001284,dar,daˁʡsal,adv,,дягIсал,,,,c5ef318bb4c0e40358c86af7f7f7a4ae,daˁʡ-sa-l,,,,нареч,,
LX001285,dar,daˁʡsalle,adv,,дягIсалле,,,,293a82d026e2c0d80a871e6a93b13c58,daˁʡ-sa-le,,,,нареч,,
LX001286,dar,daˁʡwat,n,"traditional dish, type of porridge",дягIват,,,,e2882db6eca794bb643a5610680b37b2,,,,,сущ,,
LX001287,dar,daˁʡwi,n,,дягIви,,,,4d9e2311cec7e6246a131a2c18b95701,,,,daˁʡwte,сущ,,
LX001288,dar,=de,prt,,=де,,,,,,,,,част,,=di; =te; =t
LX001289,dar,=de,prt,,=де,,,,,,,,,част ; част ; част,,
-de,dar,-de,n.suf,,-де,,,,,,,,,сущ. суф,,
LX001290,dar,debga barqʼij,v,,дебга баркьий,,,,674f2356fcc2a7ab3f4431e8342e926b,debga--b-arqʼ-ij,,debga barqʼib,,гл,,
LX001291,dar,debga birχala,n,game,дебга бирхала,,,,b6778877c27cff68d1cb519fce5cb5d0,debga--b-irχ-ala,,,,сущ,,
LX001292,dar,debga birχʷij,v,,дебга бирхвий,,,,a10fdc078a3958b4d80fe9981c855f3b,debga--b-irχʷ-ij,,,,гл,debga birχul,
LX001293,dar,debga biχʷij,v,,дебга бихвий,,,,c20213d2db2778d6a0b0ca44cee06038,debga--b-iχʷ-ij,,debga biχub,,гл,,
debgace,dar,debgace,adj,,дебгаце,,,,557758bedfccbf3ad7f330cc7abe4bfc,debga-ce,,,debgate,прил ; прил,,
LX001294,dar,debgači biχʷij,v,,дебгачи бихвий,,,,dde0abf8bdc6f703c8740ea5209bdbc6,debga-či--b-iχʷ-ij,,debgači biχub,,гл,,
debgadex,dar,debgadex,n,,дебгадехь,,,,62717628121de4e2a5ee1202c2dfae4f,debga-dex,,,,сущ,,
debgal,dar,debgal,adv,,дебгал,,,,c778892fe310e4867eee5be2634dffc7,debga-l,,,,нареч,,
LX001295,dar,debʁalla,n,,дебгъалла,,,,e051c897d4c57e7fbb0c58302968dd9c,,,,debʁulme,сущ,,
LX001296,dar,debš bičːij,v,,дебш биччий,,,,8e2a37897bc9023a494fdbe8d36cb22f,debš--b-ikː-ij,,debš bičːib,,гл,,
LX001297,dar,debχala,n,,дебхала,,,,9258c41ab18d0b4928412f627a58fb41,,,,,сущ,,
LX001298,dar,decʼ,n,,децI,,,,4ec6337bf91e01be2440cabef14e0148,,,,,сущ,,
LX001299,dar,deč,n,,деч,,,,f3427a84bf640844e7cdbc8b5dd997c5,,,,,сущ,,
LX001300,dar,dečla haričʼ,n,,дечла гьаричI,,,,a90fb598b86b56f67f7abfd27a04ecfd,deč-la--haričʼ,,,,сущ,,
LX001301,dar,dečla χːʷe,n,lit.: drinking dog,дечла ххве,,,,953cad78f1ac433a94b32aba2dd8e19a,deč-la--χːʷe,,,dečla χːude,сущ,,
